台灣1,#genre#
中华功夫,p2p://51.255.74.85:19906/5c4f77c20003eb866293779665872c85.ts
江西卫视,p2p://51.255.74.85:19906/5c4f808a0008d84362b5c61447c81c60.ts
广东珠江,p2p://45.86.67.154:9906/60853755000596db03128ce96daa365e.ts
甘肃卫视,p2p://51.255.74.85:19906/5c4f7dda000e328b62ab47f07c8931cc.ts
人间卫视,p2p://51.255.74.85:19906/5c4f7769000ea8eb62921eae51111b09.ts
吉林卫视,p2p://51.255.74.85:19906/5c521757000b4e096cd2d7873a20737e.ts
内蒙古卫视,p2p://51.255.74.85:19906/5c5216d6000dbc966cd0e03e27cf4c9c.ts
广东南方,p2p://51.255.74.85:19906/5c521e36000bf7ea6cedaec30d111711.ts
陕西卫视,p2p://51.255.74.85:19906/5c4f8445000da4b062c459cb7ab11e55.ts
重庆卫视,p2p://51.255.74.85:19906/5c4f88240003481c62d37641514874bb.ts
广西卫视,p2p://51.255.74.85:19906/5c4f86c100098f0d62ce0d221f067301.ts
宁夏卫视,p2p://51.255.74.85:19906/5c52191d000d53366cd9c56e14a84fef.ts
青海卫视,p2p://51.255.74.85:19906/5c521977000c8ef46cdb24cc34125619.ts
广东体育,p2p://51.255.74.85:19906/5cfecb610001e5c872a1a0ea407071d9.ts
新视觉 HD,p2p://51.255.74.85:19906/5ac7e4a3000ad438e13a15b1498c6adf.ts
Chinatv,p2p://51.255.74.85:19906/5c4f8320000181fc62bfde26703c1a43.ts
北京青少,p2p://51.255.74.85:19906/5c5220330002e3476cf570ba0b012f46.ts
CCTV风云足球,p2p://51.255.74.85:19906/5cfec62400045ec5728d2b3e16452731.ts
卡酷动画,p2p://51.255.74.85:19906/5c521a6d0007bfd46cdee4823d1c04d7.ts
青田新闻综合,p2p://51.255.74.85:19906/5fc29033000b9b242a2cde9976962613.ts
青田新闻综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
温州新闻综合,p2p://51.255.74.85:19906/60684c80000098b311b916527b800fa6.ts
温州新闻综合,rtmp://livetv.dhtv.cn/live/news
温州新闻综合,rtmp://livetv.dhtv.cn:1935/live/news
瑞安新闻,p2p://51.255.74.85:19906/60684d250003a73111bb9ba62d6728bb.ts
瑞安新闻,http://stream.rabtv.cn/xwzh/playlist.m3u8?_upt=deb7b2801602095261
瑞安新闻,http://stream.rabtv.cn/xwzh/playlist.m3u8
国家地理,p2p://45.86.67.154:9906/6090405d000ea20714354569856b5c42.ts
探索发现,p2p://45.86.67.154:9906/6090408c000547691435fa9cfd629499.ts
长城精品,p2p://45.86.67.154:9906/6096867e000e558e12d2cb7317fd10d8.ts
浙江国际,p2p://51.255.74.85:19906/5c521fe9000d43076cf4525225f34cc1.ts
安徽国际,p2p://51.255.74.85:19906/5c4f78cc00067a796297874f4d3d673f.ts
山东国际,p2p://51.255.74.85:19906/5c521eae000ab54d6cef833149a82177.ts
江苏国际,p2p://51.255.74.85:19906/5c521fb5000987fb6cf3863d4eff48c4.ts
东方国际,p2p://51.255.74.85:19906/5c521f6c00042b9a6cf267b5719d4b55.ts
重庆国际,p2p://51.255.74.85:19906/5c521f32000834056cf1862d2ccd0ee7.ts
河南国际,p2p://51.255.74.85:19906/5c4f7d9e000a6c8162aa5c9815443cd8.ts
广东国际,p2p://51.255.74.85:19906/5c4f83720009447d62c1207305aa29a7.ts
深圳国际,p2p://51.255.74.85:19906/5c521eea00034b466cf06bab06103764.ts
湖南国际,p2p://51.255.74.85:19906/5c4f7f14000f1bf262b012bd445d4104.ts
CIBN综艺,p2p://51.255.74.85:19906/5c4f7c120005cc8962a450870b5912c3.ts
CIBN经典剧场,p2p://51.255.74.85:19906/5c4f7b57000b12d162a1777818da2c74.ts
CIBN都市,p2p://51.255.74.85:19906/5951d3930001c5df5b9b5afe69871b45.ts
CIBN热播剧场,p2p://51.255.74.85:19906/5c521dff00038cd96cecd5c3462a3043.ts
CIBN经典,p2p://51.255.74.85:19906/5c521b7f00027ed56ce3117b07571e04.ts
CIBN真人秀,p2p://51.255.74.85:19906/5c521c10000a62946ce549e86c6f4c21.ts
CIBN健康,p2p://51.255.74.85:19906/5c521bcf000cec226ce44ca67a2538c9.ts
CIBN收藏,p2p://51.255.74.85:19906/5951d1c50003fe945b944edd0c6432c9.ts
CIBN游戏,p2p://51.255.74.85:19906/5c521aea0003fc9f6ce0cbd42000103e.ts
广东体育,p2p://45.86.67.154:9906/609694a800034e63130a1cb1667828ca.ts
东森美洲,p2p://45.86.67.154:9906/609689ff000531a912e079048943002f.ts
华视美洲,p2p://45.86.67.154:9906/60968b2200093bd412e4eac5118d079e.ts
天映经典,p2p://45.86.67.154:9906/60ad434c000712c404129b6181cf5659.ts
霹雳台湾,p2p://45.86.67.154:9906/60ad4a5300051b4e042e0e3842630966.ts
宫廷剧场,p2p://51.255.74.85:19906/609777a200056b27c9fa597037827067.ts
明星剧场,p2p://51.255.74.85:19906/60977675000042b4c9f5c0507f74713b.ts
搞笑电影,p2p://51.255.74.85:19906/609775bf00014618c9f2f9ae247f3877.ts
喜剧大片,p2p://51.255.74.85:19906/609774eb0003f3ccc9efbe3a30c657d0.ts
国产大片,p2p://51.255.74.85:19906/609773d7000b6a89c9eb89ff2c147cfa.ts
吴京电影,p2p://51.255.74.85:19906/5fe88fe400028476be9c407557d7573b.ts
刘德华电影,p2p://51.255.74.85:19906/5fe8905000022564be9de64551fb3307.ts
徐峥作品,p2p://51.255.74.85:19906/5fe890b300018706be9f68ce0c8d466b.ts
时代姐妹,p2p://51.255.74.85:19906/5fe8910000062203bea096bf66ee5752.ts
成龙电影,p2p://51.255.74.85:19906/6040e6eb00038dee17b197543847369b.ts
沈腾电影,p2p://51.255.74.85:19906/6044fe130001578f27ac1ba2603f06db.ts
甄子丹,p2p://51.255.74.85:19906/6040e27b000b4cfc17a043c857c87715.ts
科幻大片,p2p://51.255.74.85:19906/60966f61000d6000c5f219656c072e64.ts
周润发电影,p2p://51.255.74.85:19906/5fe88f1d0004782bbe99379a398b75ed.ts
动作大片,p2p://51.255.74.85:19906/6021ab3c00035b8a9daff70a54ec2782.ts
李连杰电影,p2p://51.255.74.85:19906/5fe88ea6000ed91bbe97696219a77105.ts
周星驰电影,p2p://51.255.74.85:19906/5fe88f9300086650be9b05937ac80afd.ts
高分大片,p2p://51.255.74.85:19906/60967048000a375ac5f59ef21f234cdc.ts
爱情大片,p2p://51.255.74.85:19906/5fe8917e00099814bea283d91f045f92.ts
林正英电影,p2p://51.255.74.85:19906/6085a18b00073eeb844dc5fc6d361b1c.ts
RTL ll,p2p://45.86.67.154:9906/5ef391340004c06912269f956da00c8c.ts
DAS,p2p://45.86.67.154:9906/5edbef3a00029ee603748153357ce6cf.ts
Arte,p2p://45.86.67.154:9906/5edbefdb0000da750376f5c74f469c39.ts
3sat,p2p://45.86.67.154:9906/5edbf0f000095a3b037b31fc7882e303.ts
BR,p2p://45.86.67.154:9906/5edbf15d00062378037cdaf276666b4e.ts
Kika,p2p://45.86.67.154:9906/5edbf1bd000cb2d3037e53a06afbc2be.ts
HR,p2p://45.86.67.154:9906/5edbf21c0009cf65037fc5faa87a0a4f.ts
Mdr,p2p://45.86.67.154:9906/5edbf272000974ef038115d363d94769.ts
Zdf,p2p://45.86.67.154:9906/5edbf2d8000485320382a3002eb3bc33.ts
Vox,p2p://45.86.67.154:9906/5edbf3340000dd8103840970307b3f3f.ts
Rtl,p2p://45.86.67.154:9906/5edbf3a90005d20f0385d3bd2bcf6ec2.ts
Prosieben7,p2p://45.86.67.154:9906/5edbf43a0005ecbe03880a2c19b22719.ts
Sat1,p2p://45.86.67.154:9906/5edbf4a40000b07e0389a6e5a24a8ea5.ts
Kabe1,p2p://45.86.67.154:9906/5edbfbc6000f082103a5876093d77d27.ts
HBO1,p2p://45.86.67.154:9906/5d4c70ec000c155c07e9eaadb6911952.ts
HBO2,p2p://45.86.67.154:9906/5d4c571700077cce078501788c8a8224.ts
HBO3,p2p://45.86.67.154:9906/5d4c577700016df3078676eb8ab0cea9.ts
BBCword news,p2p://45.86.67.154:9906/5d430881000e520716f2dcdaa907a093.ts
NBA HD,p2p://45.86.67.154:9906/5d4c71910003178007ec6ce8ea421d1d.ts
Fight HD,p2p://45.86.67.154:9906/5d4c72b90006704707f0f2039692599f.ts
FOXsport 1,p2p://192.95.32.107:9906/59bbf21600071468563679492664613f.ts
FOXsport 2,p2p://192.95.32.107:9906/59e2b81e00049c3eedabbfe568a9573b.ts
Italia 2,http://wms.shared.streamshow.it/italia2/mp4:italia2/playlist.m3u8?fluxustv.m3u8
Rai 3,http://wzstreaming.rai.it/TVlive/liveStream/chunklist_w823540263.m3u8
Rai 4,http://b2everyrai-lh.akamaihd.net/i/rai4_1@181951/index_1800_av-p.m3u8
Rai 5,http://b2everyrai-lh.akamaihd.net:80/i/rai5_1@182695/master.m3u8
Rai Movie,http://b2everyrai-lh.akamaihd.net/i/raimovie_1@67348/master.m3u8
Rai Movie,http://b2everyrai-lh.akamaihd.net/i/raimovie_1@67348/index_1800_av-p.m3u8?sd=10&rebase=on
Rai Premium,http://b2everyrai-lh.akamaihd.net/i/raipremium_1@181837/master.m3u8
Rai Gulp,http://b2everyrai-lh.akamaihd.net/i/raigulp_1@66350/master.m3u8
Rai Yoyo,http://b2everyrai-lh.akamaihd.net/i/raiyoyo_1@191405/master.m3u8
Rai News 24,https://rainews1-live.akamaized.net/hls/live/598326/rainews1/rainews_1800/chunklist.m3u8
MTV,rtmp://edge2.everyon.tv/etv2sb/phd1377
MVmobil,http://alhls.cdn.zhanqi.tv/zqlive/246422_GSpB2.m3u8
Vivid HD,p2p://45.86.67.154:9906/5d4c58250004966307891f6aec517474.ts
日本J-Girl,p2p://45.86.67.154:9906/5d5992d900092aec076d9701a5d05e67.ts
西方21Member,p2p://45.86.67.154:9906/5d59934300011aba076f33001616e67f.ts
Hustler,p2p://45.86.67.154:9906/5d4c596f00037cee078e283229e92ed5.ts
Dorcel,p2p://45.86.67.154:9906/5d4c59d300046907078faf0e2ec1f6ef.ts
Private,p2p://45.86.67.154:9906/5d4c5a4d0000fa2607918abd4b19d609.ts
Redlight,p2p://45.86.67.154:9906/5d4c5ab0000b952e0793102c944e6d2b.ts
Penthouse,p2p://45.86.67.154:9906/5d4f96c10008ca971435b1dd34df64a7.ts
西方1ON1,p2p://45.86.67.154:9906/5d5993b80005f6e90770fd4750858dad.ts
西方21Sextuary,p2p://45.86.67.154:9906/5d59940400084e1b077226c02d3c1976.ts
西方葡萄牙情色,p2p://45.86.67.154:9906/5d59949e000647c707747fcbd735c60c.ts
西方老牛吃嫩草,p2p://45.86.67.154:9906/5d5994f60008897a0775d81f36e3fcbf.ts
日本加勒比无码,p2p://45.86.67.154:9906/5d599556000458b807774e0d94f7b8e4.ts
日本东京热无码,p2p://45.86.67.154:9906/5d59959d0008801e07786475971fae8c.ts
韩国演艺圈潜规则,p2p://45.86.67.154:9906/5d5995e9000e2c6707798ec91bc8ba08.ts
日本一本道无码,p2p://45.86.67.154:9906/5d59962f00074b49077a9e76646ad3d6.ts
日本天热素人无码,p2p://45.86.67.154:9906/5d59966d000e5f60077b9276d8257da1.ts
Naughty America,p2p://45.86.67.154:9906/5d5996cc0004d512077d031d6df4719e.ts
西方OFFICE场景,p2p://45.86.67.154:9906/5d59971a0008b9c4077e34cceff4aa94.ts
西方黑白大战,p2p://45.86.67.154:9906/5d59976d000162a8077f77232ed1532c.ts
中字有码1,p2p://45.86.67.154:9906/6088559700006d6a0f40bd67867e9505.ts
中字有码2,p2p://45.86.67.154:9906/608855c400097d900f416f8130c4b7e2.ts
Happy,p2p://45.86.67.154:9906/60885889000aab420f4c4156421fedd9.ts
上原亚衣,p2p://45.86.67.154:9906/60885714000d79780f469106a18a8398.ts
日本PPV-1,p2p://45.86.67.154:9906/608856e1000e0e8a0f45c9f495659823.ts
奥体金丝雀,p2p://45.86.67.154:9906/60885696000e73570f44a516ac364b5e.ts
日本VR精品,p2p://45.86.67.154:9906/6088565d00040b9b0f43c3c4428ec6b5.ts
潘朵拉粉红,p2p://45.86.67.154:9906/608858600001ceac0f4b9ee9d6e55ce1.ts
松视1,p2p://45.86.67.154:9906/608857aa0008e95c0f48d9cb3b7db140.ts
松视2,p2p://45.86.67.154:9906/608857da0000c3a40f499335d3dd3c2f.ts
松视3,p2p://45.86.67.154:9906/608be9db0003468b034356b14ecbccf5.ts
苍井空,p2p://45.86.67.154:9906/608856240007a22a0f42e6072d5e291b.ts
惊艳电影,p2p://45.86.67.154:9906/608858090008d7df0f4a4cdf0b6a378b.ts
彩虹E台,p2p://45.86.67.154:9906/6088577b000703e70f4821b7caacc0c8.ts
天堂素人约啪,p2p://45.86.67.154:9906/608855f5000334d30f422d4d37584dc1.ts
香蕉台,p2p://45.86.67.154:9906/608858b300032d400f4ce37b5b3165d3.ts
潘多拉完美,p2p://45.86.67.154:9906/60885835000df6a60f4afa0edd0a04e6.ts
大神猫先生,p2p://45.86.67.154:9906/6088574f000726f40f4775e0effc3aef.ts
HOT,p2p://45.86.67.154:9906/608be96500093cd403418b48bfc325c1.ts
彩虹电影,p2p://45.86.67.154:9906/608be98b000658ff03421efa31b1b7e3.ts
LOOK,p2p://45.86.67.154:9906/608be9b2000514b40342b6ffdcae6771.ts
波多野结衣,p2p://45.86.67.154:9906/6088554b000a8bdf0f3f971e47c8b07c.ts
Heyzo无码,p2p://45.86.67.154:9906/608bea27000c60bd034481e611c23d95.ts
人妻斩,p2p://45.86.67.154:9906/608bea4b000e85d903450f12cb48a2ef.ts
猫步毒药,p2p://45.86.67.154:9906/608bea74000ea3350345af42d8d8b0a6.ts
人妻熟女,p2p://45.86.67.154:9906/608bea960002cfd30346310ba8ab00a1.ts
素人动画,p2p://45.86.67.154:9906/608beab8000eeeb70346b8f59110da07.ts
XXXAV,p2p://45.86.67.154:9906/608beae40002b5d4034761b4ed6c00f0.ts
黑珍珠,p2p://45.86.67.154:9906/608beb520004891c03490fdc097d7e4c.ts
色情世界,p2p://45.86.67.154:9906/608beb7600096d8803499dbcd1c788c1.ts
人妻出轨,p2p://45.86.67.154:9906/608bec3e00060395034caa1cf343991f.ts
阿拉伯情色,p2p://45.86.67.154:9906/608bec620007bc02034d372d176b1cdf.ts
啄木鸟,p2p://45.86.67.154:9906/608bec97000589c3034e05a5aa2c6188.ts
Hi Play,p2p://45.86.67.154:9906/608beb280004836603486bcab7d4e831.ts
古川伊织,p2p://45.86.67.154:9906/608becd9000336e2034f06ddc00031d3.ts
无码破解,p2p://45.86.67.154:9906/608bed3c00098d4203508b344ba5ff1e.ts
迷奸无码,p2p://45.86.67.154:9906/608c0034000ce114039aa4ce516a1ea7.ts
经典三级,p2p://45.86.67.154:9906/608c0057000ef9b8039b2e1056ace6eb.ts
华男洋妞,p2p://45.86.67.154:9906/608c0090000eebf9039c0cb440ccacea.ts
麻豆大番,p2p://45.86.67.154:9906/608c00b600071408039c9f226307f8cb.ts
麻豆导演,p2p://45.86.67.154:9906/608c00e10007e058039d474f3d9f7f96.ts
麻豆外番,p2p://45.86.67.154:9906/608c0103000de280039dcda8c9f55a82.ts
麻豆台湾,p2p://45.86.67.154:9906/608c01a70005cbc903a04c36fe07e835.ts
91老金,p2p://45.86.67.154:9906/608c01d60003609403a103308739719a.ts
鸭总侦探,p2p://45.86.67.154:9906/608c01fd000c740003a19ddacc1c7d5f.ts
金三角猎艳,p2p://45.86.67.154:9906/608c02220006ded803a22cf5cf1c760a.ts
黑人干翻天,p2p://45.86.67.154:9906/608c0247000bbce203a2bebca4cdb2c9.ts
千人斩,p2p://45.86.67.154:9906/608c027c000c450603a38de66db6a92d.ts
小宝寻花,p2p://45.86.67.154:9906/608c02a30002b14603a423cb81258ba5.ts
午夜寻花,p2p://45.86.67.154:9906/608c02c80004e1aa03a4b4e26241a1bc.ts
男爵探花,p2p://45.86.67.154:9906/608c02f80006677903a570c674c16ef7.ts
大陆迷奸,p2p://45.86.67.154:9906/608c031d000bbb8103a602ab387ff987.ts
SM西贡女,p2p://45.86.67.154:9906/608c034100080f6903a68e5b1f24e142.ts
PsychopornTW,p2p://45.86.67.154:9906/608c037b0005e54c03a7705dc4f2e0d2.ts
俄罗斯毛子,p2p://45.86.67.154:9906/608c03bd000d5ca203a8741602ffe939.ts
美国家庭,p2p://45.86.67.154:9906/608c03e2000dff3203a904c8e2c1604e.ts
欧美艺术,p2p://45.86.67.154:9906/608c0408000d5fc803a9990f5e1be750.ts
果冻传媒,p2p://45.86.67.154:9906/608c0435000affe303aa483b0c83ac05.ts
